rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
2.51128795352723e-06,2.91206634818654e-06,3.10250001429296e-06,3.04199085122708e-06,3.00583373628697e-06,2.87504567626557e-06,2.61919505683723e-06,2.8189795219301e-06,2.77898152403628e-06,2.89097098375554e-06
3.02344605751719e-06,2.83780717675662e-06,3.52977251811387e-06,3.32255201715644e-06,3.3253720492668e-06,3.11902276190173e-06,3.33321312602092e-06,3.3416912783973e-06,3.0920160777036e-06,2.99747351767971e-06
2.86401143387619e-06,3.15523201458677e-06,2.81771833078199e-06,3.03246327595697e-06,3.12979379008489e-06,3.60742086325475e-06,3.05441949063109e-06,3.1476126434718e-06,2.86801331466496e-06,3.29442248890066e-06
3.07424688851045e-06,2.71472982619502e-06,2.4653000875124e-06,2.79220981291983e-06,3.67029524255645e-06,3.25479531011956e-06,2.94538646566205e-06,2.78343507545078e-06,2.79840903856921e-06,3.12349497334214e-06
2.77300284214246e-06,3.20194022209371e-06,2.80184456191636e-06,2.96956414176768e-06,2.99979633325558e-06,3.30656232990921e-06,2.52685952159165e-06,2.90079605284908e-06,3.2869415287917e-06,2.63232787210136e-06
3.07554364635484e-06,3.22148073916962e-06,2.94033006349953e-06,3.33264276018457e-06,2.55800642329489e-06,3.66385327009068e-06,3.04851674223715e-06,3.06915254300126e-06,3.00524532011776e-06,3.43419842462429e-06
3.15211182782306e-06,3.2765976974956e-06,2.87796648462702e-06,2.866052875736e-06,3.10886088286761e-06,3.31557834817976e-06,2.90991567079686e-06,3.04552719463985e-06,3.36524328406694e-06,2.80903067991242e-06
3.03583992273993e-06,2.96089144955764e-06,2.72714308539342e-06,2.78049766179678e-06,2.70892586415517e-06,3.07909462712127e-06,2.58371299112864e-06,2.48289946199851e-06,2.65958487507324e-06,2.76920394132136e-06
2.92821405286944e-06,3.13662407227237e-06,3.33965928685756e-06,3.23980802884922e-06,2.97564019370428e-06,3.51321963727492e-06,2.63449639452251e-06,2.6208398518566e-06,3.02958158437745e-06,2.55926378955272e-06
2.57886070537017e-06,3.45299928569586e-06,2.48645432175341e-06,2.97194697179522e-06,3.24806096728227e-06,2.68761713438467e-06,2.72794518896749e-06,2.44218974146039e-06,2.64761275852727e-06,2.91234391939268e-06
2.95627132272868e-06,2.9549794426587e-06,2.80097955983268e-06,2.83747515371537e-06,3.02711186282133e-06,2.74717831385052e-06,2.86924865002537e-06,2.91950902914586e-06,3.11489085423124e-06,2.91096671054188e-06
2.78441630386432e-06,2.8813830687882e-06,2.6576774237259e-06,2.7228246662041e-06,3.01636449473713e-06,3.50217041901666e-06,2.46561630120466e-06,2.44516486981057e-06,3.30055633609694e-06,2.84044543983497e-06
2.56012839859029e-06,3.4226884041794e-06,2.78765216113106e-06,2.503364545375e-06,2.86591958323352e-06,3.05009433841676e-06,2.87022398551848e-06,3.12006509418433e-06,3.21097347900012e-06,2.68434329865311e-06
2.90077310256264e-06,2.2075115120358e-06,2.72836435874514e-06,2.96001974785086e-06,2.87527792562149e-06,2.90476521850449e-06,3.0907009236009e-06,2.63245438014969e-06,2.31871856062552e-06,2.44728424915109e-06
2.84406370662333e-06,2.77427079027179e-06,3.03855391042717e-06,2.8137230612873e-06,2.87419863414249e-06,3.03284195799896e-06,2.79686007276815e-06,2.59058335170721e-06,3.09603535982903e-06,3.75486287129741e-06
2.94763404054148e-06,3.58032005044097e-06,2.59906090106857e-06,2.98348089267926e-06,2.1021544366447e-06,2.81866859088176e-06,2.69602203046369e-06,3.39946493270624e-06,2.89579515518666e-06,3.31757090418372e-06
3.17216592702145e-06,2.7584023117193e-06,2.65969369704079e-06,2.47994949780702e-06,3.00283244976216e-06,2.8091321983486e-06,2.97763194022187e-06,3.50290058808928e-06,2.98615459414053e-06,2.79019170055053e-06
3.04955169210811e-06,2.72828047983541e-06,2.91525263529971e-06,3.26030521919943e-06,3.16657652848293e-06,2.77733172474484e-06,3.19790525712716e-06,2.65508422166848e-06,2.73193132560555e-06,2.85419410954169e-06
3.2474348794271e-06,2.53165188901614e-06,3.18473906375372e-06,3.01604964634778e-06,2.51153576391671e-06,2.72173799760741e-06,2.75209214685331e-06,2.86786064930264e-06,2.41165509237898e-06,2.97978272399803e-06
2.66218288485935e-06,3.09247396944376e-06,2.34412030089975e-06,2.42550031357457e-06,2.43812360966409e-06,2.60157290556391e-06,2.73640933768153e-06,3.42320912851619e-06,3.12069623338368e-06,2.86490250779023e-06
2.62061355497788e-06,2.26859017126535e-06,3.37373012078277e-06,3.16379552178307e-06,3.04053919629966e-06,2.84808291370458e-06,2.45914136352363e-06,2.71228470583223e-06,2.72167229788563e-06,2.70377830755798e-06
2.83816899976241e-06,2.63903764438232e-06,2.61671286295647e-06,2.69891134283359e-06,2.43887361593836e-06,2.70255577165e-06,2.58863224664952e-06,3.35048107208306e-06,2.77177903509618e-06,3.12902049484729e-06
3.24932180013392e-06,3.01859829292618e-06,3.04142578400512e-06,2.94376131066889e-06,2.38362232889082e-06,3.26589776463936e-06,3.02959954012954e-06,3.09006580757435e-06,2.90592134030504e-06,2.5365691196958e-06
3.22184060158432e-06,2.85292547392152e-06,3.15001038245004e-06,2.915368035127e-06,3.07635060607312e-06,2.9199088889488e-06,2.82120698767185e-06,2.86902722233781e-06,3.57038518185259e-06,3.40657932965285e-06
2.81610375696283e-06,3.02802937232801e-06,3.22566106118839e-06,2.60342848863918e-06,2.66672285275554e-06,3.14037577158276e-06,3.06778273174645e-06,2.75184990524591e-06,3.49999846962394e-06,2.35326046970627e-06
2.68128367678576e-06,2.88574060823913e-06,2.703759865713e-06,2.04117766804611e-06,3.20189258424958e-06,2.81047456935494e-06,3.03935768073629e-06,3.32859686513839e-06,2.4772585139982e-06,2.75860416276338e-06
2.41349730529343e-06,3.03579196315701e-06,2.85020635911833e-06,2.99471696383476e-06,2.4780532578835e-06,2.82028155486859e-06,2.9495548560272e-06,3.04432358114108e-06,2.7093112485113e-06,3.08998605979067e-06
3.02657389245422e-06,2.47275710168203e-06,2.7907709637422e-06,2.73998412040103e-06,2.66300970078935e-06,3.1923310818869e-06,3.05337386213961e-06,2.65780539390303e-06,3.11576664335948e-06,2.86999741709611e-06
2.8481239859892e-06,2.90331198498032e-06,2.67046646633829e-06,2.67267189706128e-06,2.90998584640972e-06,3.25677227789754e-06,3.27230137474237e-06,2.9526773254937e-06,2.25569119512543e-06,2.41680317797211e-06
2.49874509295222e-06,2.38885037383532e-06,2.90846995995988e-06,2.95007932557731e-06,2.98694935916568e-06,2.84097794864042e-06,2.9947156387818e-06,2.58349619730794e-06,3.18331138324864e-06,3.09223875545859e-06
2.73709257228114e-06,3.05307435911656e-06,2.93304320450928e-06,2.6367169162613e-06,2.96385130043106e-06,3.31007382240353e-06,2.95207503922347e-06,2.87376857465659e-06,2.74255894511819e-06,2.87781056211661e-06
2.3095406610335e-06,2.73887890580137e-06,2.72707892529399e-06,3.01639000100491e-06,2.88078517951722e-06,2.96113927250442e-06,2.8145315123252e-06,3.25967754164997e-06,3.2222004370321e-06,2.59638637622595e-06
