rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
3.05593232015054e-06,3.00747575506258e-06,3.10177177966582e-06,3.070669466047e-06,3.0894805996666e-06,3.0383640835802e-06,3.10603565206739e-06,3.07157686740553e-06,3.1469735332247e-06,3.07015512367299e-06
3.06947897041937e-06,3.00737218318909e-06,3.02993434131217e-06,3.05783696377097e-06,3.06000170055814e-06,2.98633056171827e-06,3.04983086818574e-06,3.08222585466479e-06,3.07581912799669e-06,3.00433361143908e-06
3.0245609701007e-06,3.03942723954799e-06,3.0372661207168e-06,3.00442844525862e-06,3.0021018774306e-06,3.02057569356535e-06,2.99358162231689e-06,3.05266150172125e-06,3.03726399541031e-06,3.08413355821824e-06
3.03845138802523e-06,3.02439559521864e-06,2.98663892067231e-06,3.00518528685659e-06,3.03480379801252e-06,3.03350282401914e-06,3.00284014607073e-06,3.04310674277063e-06,2.98579480301579e-06,3.0305716484382e-06
2.97504692824635e-06,3.0094341382417e-06,2.95930411112864e-06,3.0065617739463e-06,2.97808977661215e-06,3.00563872525943e-06,2.9752464151603e-06,2.97549841712811e-06,2.96426276669225e-06,2.97835236478728e-06
2.94369586380002e-06,2.97965062047108e-06,3.00947507972009e-06,2.93143971490521e-06,2.96626257092643e-06,2.99502472036562e-06,2.96739181194536e-06,2.95686650434819e-06,2.99881327665998e-06,3.0573166668473e-06
2.92646084051741e-06,2.9718589451097e-06,2.96666807573386e-06,2.99595025233974e-06,2.97166836351118e-06,2.95035438083583e-06,2.98235858329605e-06,2.93079381388692e-06,3.01090637397833e-06,2.98224019855974e-06
2.97546628118537e-06,2.94820740806357e-06,2.96011429201371e-06,3.03019810169695e-06,2.95297456858521e-06,2.96573711758637e-06,2.94592840672567e-06,2.97574291894479e-06,2.91380148584e-06,2.96998282414703e-06
2.93831952890624e-06,2.96769981088668e-06,2.96908786404248e-06,2.9704523877326e-06,2.93960721135758e-06,2.8970137153672e-06,2.9180314687037e-06,3.02217135987473e-06,2.93063036796128e-06,2.92134628196937e-06
2.93445822141131e-06,2.90150943629005e-06,2.9568068991801e-06,2.9310741782744e-06,2.95682877691512e-06,2.91851478937191e-06,2.92842966973514e-06,2.96056603624348e-06,2.93761734407684e-06,2.90989797595052e-06
2.9717858335915e-06,2.94452883546216e-06,2.94156568651485e-06,2.94378240108403e-06,2.96125714003636e-06,2.90852211514599e-06,2.92711893406019e-06,2.90981472137916e-06,2.87535954644641e-06,2.88167949668667e-06
2.92990878497129e-06,2.89767648152721e-06,2.95700710138675e-06,2.89238283026069e-06,2.91607103598484e-06,2.93635766990458e-06,2.93323718656754e-06,2.94531551412653e-06,2.94544587750223e-06,2.9097121411186e-06
2.92225812577793e-06,2.90720052919195e-06,2.9429487153619e-06,2.96974766368335e-06,2.92592903609978e-06,2.91626640899619e-06,2.88973882248141e-06,2.88477252990164e-06,2.90494564126659e-06,2.88689897133489e-06
2.9482122942766e-06,2.91895867591203e-06,2.91011064139952e-06,2.92992391113475e-06,2.89659734413693e-06,2.87067036985641e-06,2.91230284055104e-06,2.86306831208263e-06,2.95738431169775e-06,2.92164321492453e-06
2.87059376230052e-06,2.92270496247241e-06,2.87381912615206e-06,2.91558897404617e-06,2.89982327218169e-06,2.89306409570496e-06,2.89553870095565e-06,2.91361303611834e-06,2.88228392916886e-06,2.88435504320468e-06
2.91135791682135e-06,2.86007474655304e-06,2.87324941705986e-06,2.86690862086202e-06,2.90410394077632e-06,2.87216802213628e-06,2.92910262869626e-06,2.86967787062943e-06,2.90323288020001e-06,2.94167016168901e-06
2.91027182546605e-06,2.92230128617782e-06,2.92036341287368e-06,2.89571056219854e-06,2.86922992307673e-06,2.86782130392487e-06,2.88064104758382e-06,2.89559853422803e-06,2.85437403044777e-06,2.92936579570412e-06
2.87144431869865e-06,2.89699337945359e-06,2.83277226101337e-06,2.86255221488155e-06,2.8861020531767e-06,2.9027599569716e-06,2.8745320703139e-06,2.9180913932363e-06,2.86067051727533e-06,2.88296935829125e-06
2.87442960777568e-06,2.86641500035319e-06,2.86764187592442e-06,2.85953026176907e-06,2.88532448411777e-06,2.87153932273068e-06,2.83522300888012e-06,2.87967178970335e-06,2.83529743410908e-06,2.86034054566999e-06
2.83204547820344e-06,2.85948174747273e-06,2.80991258646632e-06,2.84888771968958e-06,2.86760923808835e-06,2.87626038978496e-06,2.82584324148835e-06,2.89127839737293e-06,2.87609679461801e-06,2.89756788683801e-06
2.8325512014498e-06,2.85884899383595e-06,2.89384607720853e-06,2.83600592979823e-06,2.91389685000178e-06,2.88998688223063e-06,2.87377703513911e-06,2.81960932434939e-06,2.90179866332295e-06,2.83259205093217e-06
2.86129779197273e-06,2.84976549123646e-06,2.88269118081432e-06,2.83264612474435e-06,2.8411314428954e-06,2.86342861748337e-06,2.85128110911087e-06,2.87703275783389e-06,2.84155305953198e-06,2.87737654982225e-06
2.87374904731089e-06,2.85398475631708e-06,2.8533661815598e-06,2.84740023535736e-06,2.83249911045334e-06,2.86890415449016e-06,2.86757249864217e-06,2.91378166370822e-06,2.86566821106816e-06,2.8344197393308e-06
2.92474988607395e-06,2.85311647405866e-06,2.84966433477466e-06,2.80364544188739e-06,2.80220341160611e-06,2.87097179020476e-06,2.82643410432838e-06,2.86696287408592e-06,2.83741002055047e-06,2.84035087832873e-06
2.83114922370817e-06,2.87335004153665e-06,2.77972104117479e-06,2.86717484294392e-06,2.87573630758469e-06,2.88308920479034e-06,2.90394728187146e-06,2.80644453832615e-06,2.85288624469604e-06,2.83101038472394e-06
2.84862855696143e-06,2.886495874345e-06,2.85976113765431e-06,2.84000356835669e-06,2.86784286682998e-06,2.85678432593373e-06,2.84678838780094e-06,2.83759116366637e-06,2.87714734862058e-06,2.85960444686875e-06
2.83433482424285e-06,2.84986478138202e-06,2.77469383959563e-06,2.85642959876434e-06,2.83440836241596e-06,2.87658577727016e-06,2.86626280701098e-06,2.8225343163977e-06,2.84006666094249e-06,2.81467255663077e-06
2.78702655218875e-06,2.83573876963488e-06,2.77610834333222e-06,2.84928873493919e-06,2.86706358796639e-06,2.84230573315648e-06,2.83525238903244e-06,2.85249347593461e-06,2.81235855997596e-06,2.81160333666513e-06
2.81925855671544e-06,2.84933871409368e-06,2.8339261262111e-06,2.84563851409873e-06,2.83685935009271e-06,2.83031355800444e-06,2.82707327845223e-06,2.84331353335463e-06,2.80743921511411e-06,2.84729751998305e-06
2.78093707808154e-06,2.83684589063417e-06,2.80485627086441e-06,2.78974377909688e-06,2.8398863344794e-06,2.87975772622751e-06,2.85117213364611e-06,2.84312858942793e-06,2.82686488633902e-06,2.81969774485049e-06
2.85042128164104e-06,2.79755857076852e-06,2.8382981348989e-06,2.79782719336469e-06,2.82985923733446e-06,2.81225881558577e-06,2.84237605807192e-06,2.81638379744176e-06,2.82124884328402e-06,2.83688753052637e-06
