rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
2.48842062927521e-05,2.49306106245355e-05,2.48822529481672e-05,2.49083360004739e-05,2.48590029626769e-05,2.48537266274432e-05,2.48975448664904e-05,2.48998722581777e-05,2.48378160802596e-05,2.49038551664041e-05
2.48898241864238e-05,2.48379052266846e-05,2.49365833830744e-05,2.49166738874186e-05,2.48793975892204e-05,2.48275015523397e-05,2.49114709652482e-05,2.48727199439017e-05,2.48820737838228e-05,2.49149644327898e-05
2.50887754523801e-05,2.50410783968125e-05,2.50396275672783e-05,2.50179775930336e-05,2.50415577675253e-05,2.50721612627992e-05,2.50586937193857e-05,2.50559053510317e-05,2.50313023730958e-05,2.50686660210141e-05
2.52431620415784e-05,2.51691915676167e-05,2.5173251567529e-05,2.51900177571348e-05,2.52046291085882e-05,2.51514459465398e-05,2.51661704823014e-05,2.51887793458426e-05,2.51775570022788e-05,2.51614900404314e-05
2.50933926388863e-05,2.5135533027002e-05,2.50986577262935e-05,2.50572065697754e-05,2.50515303971407e-05,2.50552203286966e-05,2.50415627761898e-05,2.50279937888125e-05,2.50717829468388e-05,2.50686076212583e-05
2.510064765231e-05,2.51049928540769e-05,2.51165669305521e-05,2.5073416661912e-05,2.50989470748189e-05,2.50826695534663e-05,2.51162845091806e-05,2.50476542859307e-05,2.50609112657572e-05,2.50790791636485e-05
2.50592017029854e-05,2.51323122745758e-05,2.50868425589861e-05,2.51018647378287e-05,2.5096423380144e-05,2.51562879510095e-05,2.50921013531232e-05,2.51226689220761e-05,2.51086152286721e-05,2.50718435328113e-05
2.53202739458776e-05,2.52700887713742e-05,2.52574258857008e-05,2.53113047146542e-05,2.53512761700613e-05,2.5298043543753e-05,2.53164631646425e-05,2.52760879769313e-05,2.53275837690042e-05,2.52803943688071e-05
2.51410813175071e-05,2.50817537995742e-05,2.50824318537218e-05,2.50687130866006e-05,2.51038198735474e-05,2.50806596680402e-05,2.50665495978908e-05,2.50901123020023e-05,2.5090565796277e-05,2.5131222539142e-05
2.51071527305741e-05,2.50856315313652e-05,2.50889254000568e-05,2.50883349311497e-05,2.51443403572807e-05,2.50999988867448e-05,2.50951570065827e-05,2.5059168768586e-05,2.51011857941607e-05,2.50704447502024e-05
2.52459139890803e-05,2.5247715469199e-05,2.52244701959778e-05,2.51563994593304e-05,2.51962264328441e-05,2.52236147504802e-05,2.5233634919097e-05,2.52082678824535e-05,2.52347436891013e-05,2.51817059345602e-05
2.52188799531036e-05,2.51904788200332e-05,2.51909511076127e-05,2.52307088910173e-05,2.52132170629337e-05,2.52003132779195e-05,2.51598478439425e-05,2.51069743983014e-05,2.51960443547743e-05,2.52044018036005e-05
2.50730894031927e-05,2.51014969052174e-05,2.50942007260714e-05,2.50638843678226e-05,2.50743102423091e-05,2.50644641242484e-05,2.50914919517301e-05,2.50509419524472e-05,2.50969552627304e-05,2.51385044819623e-05
2.52166401001366e-05,2.51503353259225e-05,2.521941087632e-05,2.51743045074015e-05,2.52252973615823e-05,2.51737746937867e-05,2.52031932316915e-05,2.5168012737892e-05,2.51726448337252e-05,2.52090556719845e-05
2.54260794727471e-05,2.54383311733962e-05,2.5412980809567e-05,2.54411551636152e-05,2.5465121777157e-05,2.54572797435319e-05,2.54217758172827e-05,2.54196581916329e-05,2.54797213138963e-05,2.54570479307312e-05
2.5345111983191e-05,2.52967199542222e-05,2.52932043045954e-05,2.52796169152931e-05,2.52582084557463e-05,2.52820415629115e-05,2.53189390618627e-05,2.53139716474772e-05,2.5292028361605e-05,2.52934788788463e-05
2.53042428183097e-05,2.52920885214889e-05,2.53157180677446e-05,2.53360770913396e-05,2.52991555803069e-05,2.53074902558742e-05,2.52830644596469e-05,2.53274701694085e-05,2.52849715709265e-05,2.53839911709036e-05
2.53114532617158e-05,2.53560254167989e-05,2.53273123572455e-05,2.53258185360981e-05,2.53009340156401e-05,2.53792957023512e-05,2.5281515856686e-05,2.53966283109196e-05,2.53808018245876e-05,2.5345199665714e-05
2.56904515035709e-05,2.57213040828664e-05,2.57042717323468e-05,2.57748918781796e-05,2.5724692137783e-05,2.57014923363538e-05,2.56800656338518e-05,2.56971712103613e-05,2.57115602559551e-05,2.57283175288518e-05
2.51901082343543e-05,2.52742796980048e-05,2.52736857915692e-05,2.53055139549485e-05,2.5314891022872e-05,2.52693669059899e-05,2.52453342892343e-05,2.52662657542742e-05,2.52860228369925e-05,2.52464215382185e-05
2.55289915496102e-05,2.54506347034658e-05,2.54027085871496e-05,2.54177546748433e-05,2.54790953844663e-05,2.55137683111635e-05,2.54551756195492e-05,2.54439740160384e-05,2.54780652271782e-05,2.5512474276995e-05
2.55775253859153e-05,2.56002037817345e-05,2.5555415052818e-05,2.55808081746035e-05,2.55912949969312e-05,2.55598501955746e-05,2.55195612411493e-05,2.55548393167062e-05,2.55394848427542e-05,2.55793331860957e-05
2.54603273595115e-05,2.54915650713397e-05,2.55167865416206e-05,2.54421459693771e-05,2.54970872669263e-05,2.55107634041288e-05,2.54898139140012e-05,2.54438465265926e-05,2.53948035239562e-05,2.5448990369332e-05
2.55904004387334e-05,2.55432130668759e-05,2.55215145737887e-05,2.55444571069154e-05,2.55219405267175e-05,2.55419128018704e-05,2.55066044068405e-05,2.55525231190724e-05,2.5569369486335e-05,2.55527899875896e-05
2.55549544692271e-05,2.56039803514751e-05,2.56297267160648e-05,2.56079804884725e-05,2.56145684004145e-05,2.56319618660298e-05,2.56064488528047e-05,2.56274472526285e-05,2.55952297171946e-05,2.55905964128019e-05
2.54621099468573e-05,2.54575942623716e-05,2.54749024069717e-05,2.54861359485476e-05,2.54437464420533e-05,2.54827891909341e-05,2.54872477513851e-05,2.54764268979471e-05,2.5459421773833e-05,2.54680880751511e-05
2.54165084302906e-05,2.53738606637186e-05,2.54225134370792e-05,2.54156152062302e-05,2.54661931442785e-05,2.54173121069973e-05,2.54232703895069e-05,2.54035291353007e-05,2.54347984452e-05,2.54162510396535e-05
2.56340229104937e-05,2.56169255992029e-05,2.56301573146015e-05,2.5669556750809e-05,2.56240794533401e-05,2.56005296227503e-05,2.56276318742843e-05,2.5578909987565e-05,2.55848797501822e-05,2.56196321132286e-05
2.5513843469665e-05,2.54815000399397e-05,2.54607610833333e-05,2.5491405509843e-05,2.55512442569791e-05,2.54755148053489e-05,2.54943107605337e-05,2.55462697060334e-05,2.54843810146064e-05,2.54758029779958e-05
2.55038860610036e-05,2.55006544351073e-05,2.55259436840372e-05,2.55375910092821e-05,2.55163183466654e-05,2.55206993882291e-05,2.54864230219274e-05,2.55862812079177e-05,2.55607644669888e-05,2.55191949483545e-05
2.56324838833609e-05,2.56006457131999e-05,2.5678671550177e-05,2.56521231511431e-05,2.56499946498326e-05,2.56209485376816e-05,2.56320947279872e-05,2.56367394836182e-05,2.56502329736228e-05,2.56550004924094e-05
2.55903394197237e-05,2.55799181190433e-05,2.55977799637632e-05,2.55974079975543e-05,2.5593225101353e-05,2.55834481393684e-05,2.56221593259835e-05,2.55670187813207e-05,2.5558782449743e-05,2.5644316095212e-05
2.56127431926608e-05,2.5538392163199e-05,2.55961694941413e-05,2.56199015987334e-05,2.55378459609105e-05,2.56228015453151e-05,2.56441343900952e-05,2.56288570070073e-05,2.5532721064088e-05,2.55621959700869e-05
2.54659029762449e-05,2.54622555516797e-05,2.54142474864144e-05,2.54441361580298e-05,2.5407238415538e-05,2.54265850940627e-05,2.54228395035474e-05,2.54182475842331e-05,2.54188527706939e-05,2.55022015083607e-05
2.56230221252126e-05,2.56063670322011e-05,2.55907956652316e-05,2.55695014678751e-05,2.56089803193615e-05,2.56239946572111e-05,2.55456676773158e-05,2.55783867219995e-05,2.55977156337984e-05,2.56348038037402e-05
