rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
3.71745884907375e-06,3.43090547244238e-06,3.5567571915865e-06,3.57660615522173e-06,3.67576772548525e-06,3.59224989418629e-06,3.24883325098198e-06,3.66653508688472e-06,3.25767892404393e-06,3.36354811142447e-06
3.35784740015742e-06,3.50569821098142e-06,3.6438568957671e-06,3.5107161157951e-06,3.20916376645526e-06,3.5289858737772e-06,3.42762364742599e-06,3.45842686244234e-06,3.47409525310479e-06,3.3955101694364e-06
3.63745652474672e-06,3.36660472284892e-06,3.5681160021703e-06,3.38589401948825e-06,3.30962635485774e-06,3.46031458627326e-06,3.46353665725669e-06,3.38666607278902e-06,3.2306045606448e-06,3.39136578589539e-06
3.28675701332092e-06,3.30544960748764e-06,3.30777132261945e-06,3.26046624204195e-06,3.10183101381881e-06,3.4075470529283e-06,3.33552409733573e-06,3.13438880706462e-06,3.18294986403839e-06,3.44606684695199e-06
3.22888328210191e-06,3.68013841250594e-06,3.39391562587122e-06,3.27197463636291e-06,3.21462602689837e-06,3.21915539964909e-06,3.04514345262999e-06,3.09757747869235e-06,3.2404445172639e-06,3.15160668518529e-06
3.08647244023566e-06,3.12428680464813e-06,3.16792570064483e-06,3.24396105114021e-06,3.0262198853235e-06,3.26693311887661e-06,2.99401192829464e-06,3.00678289013567e-06,3.14423521711172e-06,3.14415377855355e-06
3.06634972306487e-06,3.17170771153194e-06,3.27177231724259e-06,2.98073203227936e-06,3.09708999361532e-06,2.85992371613634e-06,3.30088032957821e-06,3.00247396448896e-06,3.14684680954511e-06,3.59872564037841e-06
3.01364624367859e-06,3.52753427218907e-06,3.4190282099802e-06,3.17361367938206e-06,3.04364678249789e-06,2.98320643487443e-06,3.12778728402016e-06,3.12641262161935e-06,3.18678539816325e-06,3.06034126956216e-06
3.16668530419875e-06,2.9546010496867e-06,3.13882202485416e-06,3.24776523617306e-06,2.94918640173895e-06,3.28654447453222e-06,3.0620778448472e-06,2.88842551435844e-06,2.95151430033863e-06,3.38806948926925e-06
3.32404638711278e-06,3.17649048935923e-06,3.05585751394391e-06,3.08276151841979e-06,2.80649978151073e-06,3.00494894578464e-06,3.28435684788061e-06,3.41577720783626e-06,2.925308217954e-06,3.23417571498085e-06
3.14788246216139e-06,2.92119387818159e-06,3.00266175145093e-06,3.29556556686658e-06,3.15319512013173e-06,3.11962834432628e-06,2.96076638930806e-06,3.17781840003311e-06,2.77660701045291e-06,2.99449715273313e-06
3.16906059189613e-06,3.1939970612176e-06,3.14959462178743e-06,3.12754934011145e-06,3.33102012114515e-06,3.26148196051924e-06,3.06747571389316e-06,2.75610612208116e-06,2.99317904161825e-06,3.03327353857872e-06
3.21964764178249e-06,3.0762908801633e-06,3.21900347342197e-06,2.97059129573798e-06,3.34423031779305e-06,2.90436753395561e-06,3.08904997546948e-06,2.86682351782819e-06,3.12388515509661e-06,2.99959054382759e-06
2.66006594020727e-06,3.10550030665948e-06,3.31376276582245e-06,2.99157571826057e-06,2.94377223452846e-06,2.87775443888883e-06,3.12920965662954e-06,2.99818354789133e-06,2.91408002031853e-06,3.08025320981658e-06
2.97298494913335e-06,2.95725429555052e-06,3.00430513753385e-06,2.95777193212975e-06,2.99016491859132e-06,2.92702900499867e-06,2.87591805575104e-06,2.75457975577059e-06,3.06752095818226e-06,3.1896772554528e-06
3.03322616445317e-06,3.01798707857966e-06,3.00637574308188e-06,3.01741169094211e-06,2.91750775650865e-06,3.04566932985668e-06,3.0338343604635e-06,2.91833490471281e-06,3.05969767605861e-06,2.75185707479556e-06
3.06803852653594e-06,3.17478190500678e-06,2.87724411401357e-06,3.07332901031591e-06,2.97740057040709e-06,2.93772665290642e-06,3.3551166065637e-06,3.12086134794337e-06,3.10669280609652e-06,3.25268701291533e-06
2.77724763505927e-06,2.6401189820149e-06,3.1894947976371e-06,2.92041006749706e-06,2.83181389029211e-06,2.82346995407342e-06,2.74783258491468e-06,2.93850492371172e-06,3.10149877382721e-06,3.07159421902982e-06
2.80117052148684e-06,2.7124949108778e-06,2.93266991364822e-06,3.00812694703678e-06,2.67204873045165e-06,2.72102354897255e-06,3.004669036632e-06,2.9338300135388e-06,2.84597711281423e-06,2.86575519485019e-06
3.05174993039096e-06,2.99871960975966e-06,2.87311581707583e-06,3.18808079328655e-06,2.93484936912121e-06,2.88766969874011e-06,2.90752616033708e-06,2.79844159955417e-06,2.81890028493379e-06,2.92219039443688e-06
2.91519125221621e-06,2.83912600227073e-06,3.24037269787582e-06,3.06331733693787e-06,2.75851556526912e-06,2.90041144077484e-06,2.81477179214973e-06,2.8531331821383e-06,2.93850578916258e-06,2.97400736423172e-06
2.99983670415346e-06,2.87978277142253e-06,3.03612986301991e-06,3.03830404105542e-06,2.65278928308508e-06,2.84602325447131e-06,2.80407979035773e-06,2.73064670359022e-06,2.82770071906138e-06,2.96352552733997e-06
2.78089553426636e-06,2.70510213212875e-06,3.01790978300452e-06,2.80150725840212e-06,3.25222712851801e-06,2.87964126620817e-06,2.98703646274911e-06,2.96814186694652e-06,3.12198753048656e-06,3.08637731901351e-06
2.67242259472795e-06,2.77545006477768e-06,2.76121261299581e-06,2.82783247603683e-06,2.87035380578889e-06,2.74851469149607e-06,3.23060848927269e-06,2.83942132516303e-06,3.09835153296975e-06,3.05741109284518e-06
3.00091630650385e-06,2.83620900830226e-06,2.95467010800349e-06,2.92761396781414e-06,2.95041514448665e-06,2.97095833322896e-06,2.78113930083311e-06,3.00404905707723e-06,2.90677928054772e-06,2.84263661081777e-06
3.06032074410737e-06,2.78908719253175e-06,2.96518029442432e-06,2.87744175653115e-06,3.06020222870646e-06,2.58432029329678e-06,2.96812228579185e-06,3.06652944623367e-06,2.83129937495694e-06,2.87330356155738e-06
3.11733075318348e-06,2.76420344974918e-06,2.73229610821572e-06,2.65699315247374e-06,2.64855408273954e-06,2.9071055374058e-06,2.80765266152823e-06,3.03891067630926e-06,2.95886083712428e-06,2.99036823669365e-06
2.66178386944751e-06,2.81871232169753e-06,2.84642105081191e-06,2.6642948611413e-06,2.93672499223292e-06,2.97289005885606e-06,3.15768800291017e-06,2.87340912119734e-06,2.78557999442089e-06,2.89534019527145e-06
2.67939152679954e-06,2.73510315950167e-06,2.81110438891438e-06,3.01336810081404e-06,2.93924665765951e-06,2.74836547875421e-06,2.94531199970757e-06,2.7971031234666e-06,2.85066429566592e-06,3.02893482156927e-06
2.6566963616148e-06,3.05465289870579e-06,2.93960410244602e-06,2.75785131673114e-06,2.87673976078321e-06,2.85693126315406e-06,2.84550934783405e-06,2.69200531822702e-06,2.79002737302324e-06,2.76793606588768e-06
2.85911161883277e-06,2.72530122732899e-06,2.72268258187172e-06,3.15873939686128e-06,2.8873021246789e-06,2.906239125362e-06,2.95260908985276e-06,2.88174928370063e-06,2.87992287776306e-06,2.93166451136658e-06
2.77134162996852e-06,3.11526923318694e-06,3.01224911691208e-06,2.54429255979694e-06,2.783717457979e-06,2.77146724632792e-06,2.85754429993979e-06,2.99393892143727e-06,3.01780685747001e-06,2.89908573511777e-06
3.03906721297365e-06,2.80041295961354e-06,3.10559562590916e-06,2.91675859424363e-06,2.95552591224247e-06,2.85140509601586e-06,3.00981749335329e-06,2.80514849801204e-06,2.95827022980818e-06,3.05004881668662e-06
2.64601725634251e-06,2.64648731158501e-06,2.8087360278231e-06,2.8517551576442e-06,2.73154157984021e-06,2.909912040789e-06,2.82543659800755e-06,2.82717100922091e-06,3.01329591250534e-06,2.6615023825639e-06
2.6037479768222e-06,2.7625596378638e-06,2.84877087608222e-06,2.74311817764513e-06,2.73744438748224e-06,2.71754952385556e-06,2.69150628249832e-06,2.93710380508471e-06,2.72072038669883e-06,2.85010563340843e-06
2.87234972857196e-06,2.97540946933777e-06,2.91493775041697e-06,2.90047790876037e-06,2.94584771005276e-06,2.96136886114558e-06,2.87816486498441e-06,2.96543393756839e-06,2.86874530296532e-06,2.85089393280376e-06
3.00526749632497e-06,2.98590466825097e-06,3.00672628106751e-06,2.72446879362684e-06,3.0750316194134e-06,2.99136143580856e-06,3.05729326186617e-06,2.63640946440069e-06,2.69768684141161e-06,2.50567739926048e-06
2.72820100210609e-06,2.86431212178048e-06,2.91544517246409e-06,2.96318269166359e-06,2.78705629071106e-06,2.8870602102596e-06,2.67254413100847e-06,2.86992654348426e-06,2.89605577133295e-06,3.01806411376366e-06
2.6527900523237e-06,2.8722859119277e-06,2.88778251437799e-06,2.84111751510054e-06,2.76028225087045e-06,2.83380261451423e-06,2.79741520071044e-06,2.85934352853187e-06,2.87769859868987e-06,3.2287047686372e-06
2.81056116875006e-06,2.92111732155516e-06,2.76342940123491e-06,2.5999665816907e-06,2.88934111044037e-06,2.66708505417473e-06,2.97368238043321e-06,2.81030662038474e-06,3.01487853208977e-06,2.79885120620238e-06
2.59538220280678e-06,2.62045541583618e-06,2.79394839651263e-06,2.48396867891006e-06,2.97822633471641e-06,2.89660415896902e-06,2.55528888620866e-06,2.95284682837553e-06,2.98202443366687e-06,2.86723387676093e-06
