rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
2.50650272601894e-05,2.52398106778259e-05,2.51791693797777e-05,2.52652980485501e-05,2.51655944515723e-05,2.57815979077826e-05,2.53114057678512e-05,2.55058021376672e-05,2.53946036051563e-05,2.52467802334525e-05
2.53697074062794e-05,2.51849077713183e-05,2.49430334084631e-05,2.48433224792487e-05,2.52073313690978e-05,2.52570977241886e-05,2.52073187037338e-05,2.51260160973008e-05,2.5191564111465e-05,2.52063721372466e-05
2.49400292854171e-05,2.52054358355031e-05,2.5080476628498e-05,2.47615901889758e-05,2.51034287464641e-05,2.5204599064666e-05,2.5240841369689e-05,2.50770973483954e-05,2.49686580804506e-05,2.51354797306649e-05
2.52487237484697e-05,2.50896960345404e-05,2.51809415809446e-05,2.49744785310998e-05,2.51073189178122e-05,2.5036023251821e-05,2.53300420969212e-05,2.52263624823536e-05,2.50040294292255e-05,2.51935244870649e-05
2.53536486606178e-05,2.52204159379912e-05,2.5367201766367e-05,2.51648193471166e-05,2.53077482072282e-05,2.51157108416856e-05,2.51320728231032e-05,2.53045446064518e-05,2.52595503683702e-05,2.52840848664355e-05
2.51024693436827e-05,2.53074118861272e-05,2.51673236709235e-05,2.49940928848371e-05,2.51192125334743e-05,2.4994123999455e-05,2.50750816110952e-05,2.49842276424802e-05,2.51959001408325e-05,2.53126758132859e-05
2.55327874349058e-05,2.52242248124306e-05,2.52847260393216e-05,2.51065506663418e-05,2.51751050849628e-05,2.52839892144794e-05,2.52582880289159e-05,2.52720483199461e-05,2.52901565686628e-05,2.51202128869632e-05
2.58373615133668e-05,2.5404714342584e-05,2.5244115228751e-05,2.54540795472067e-05,2.57136573011276e-05,2.55165955034756e-05,2.52707055204033e-05,2.52271431816896e-05,2.55561493431141e-05,2.52575191765467e-05
2.53395489051073e-05,2.53845412247549e-05,2.51832326085107e-05,2.52268639580935e-05,2.5406105835545e-05,2.53353311451319e-05,2.51735742234464e-05,2.53088635094557e-05,2.5152926045869e-05,2.5155736608295e-05
2.50671346425499e-05,2.52977857492798e-05,2.53652232558014e-05,2.52475538753602e-05,2.53210812917676e-05,2.52885730921056e-05,2.52763226067961e-05,2.52035600683727e-05,2.54191838068681e-05,2.5203208539531e-05
2.52900809902699e-05,2.54042976300414e-05,2.52924999131373e-05,2.5427827012887e-05,2.5380880655983e-05,2.5210813423322e-05,2.53526438400264e-05,2.52493955738446e-05,2.52596919649604e-05,2.52468021871645e-05
2.55934671183641e-05,2.56942865287565e-05,2.58956657692753e-05,2.58239033424972e-05,2.57256358225788e-05,2.5714085465491e-05,2.59664514765998e-05,2.57532641325749e-05,2.56339934372608e-05,2.57948376053405e-05
2.51652481911477e-05,2.52707429435303e-05,2.54628830730684e-05,2.5617703922608e-05,2.52978678179365e-05,2.54343331280544e-05,2.53860131898042e-05,2.51143221619247e-05,2.50534332972306e-05,2.4978544494263e-05
2.53289524662121e-05,2.55534582387343e-05,2.54062472598981e-05,2.55310735815373e-05,2.55524408830098e-05,2.55487337229859e-05,2.54257932286301e-05,2.53485583290171e-05,2.56438294618231e-05,2.55216828955457e-05
2.55793840305051e-05,2.57608739189604e-05,2.56920191650815e-05,2.55765758726829e-05,2.5483036118287e-05,2.55939192104358e-05,2.54794217923992e-05,2.53540919617717e-05,2.55930749066687e-05,2.54583164492e-05
2.57794036580064e-05,2.55455316055231e-05,2.56788902506865e-05,2.54005223999817e-05,2.53690206181766e-05,2.55745904697374e-05,2.56984432063474e-05,2.51667038526019e-05,2.56235103985271e-05,2.56370714216159e-05
2.54504935684371e-05,2.57846382235292e-05,2.5597032578036e-05,2.55240766473181e-05,2.56026383775124e-05,2.56342400456375e-05,2.59380070405589e-05,2.55302516027998e-05,2.57652224886314e-05,2.54307469128834e-05
2.55636871198072e-05,2.53166581761995e-05,2.58327713874567e-05,2.55961915794431e-05,2.58697596237309e-05,2.53748748835722e-05,2.56269980562846e-05,2.5767667870339e-05,2.5442603550382e-05,2.56044014774636e-05
2.56298618006383e-05,2.54015050373158e-05,2.56151572410207e-05,2.52168504609104e-05,2.54216358479344e-05,2.5467653441758e-05,2.53973203899282e-05,2.54392863382234e-05,2.55558799329001e-05,2.53324878780093e-05
2.55947454271853e-05,2.54566870391753e-05,2.54535935403089e-05,2.53869601225338e-05,2.52802016801877e-05,2.53631308794941e-05,2.5223678251177e-05,2.53902678996332e-05,2.54215299137734e-05,2.53270062315387e-05
2.56936231261709e-05,2.55069622211186e-05,2.57489215192112e-05,2.57309352531325e-05,2.55912855682053e-05,2.53375241465234e-05,2.57627983117831e-05,2.54770615847898e-05,2.5754215374468e-05,2.55882336271714e-05
2.5650010330049e-05,2.53246650035716e-05,2.55324761909291e-05,2.54243319776614e-05,2.54365925733389e-05,2.53172312393405e-05,2.55459469497696e-05,2.57287757347272e-05,2.56615541667461e-05,2.5472663588511e-05
2.56513959443132e-05,2.56155409581543e-05,2.54696952414195e-05,2.55981849838014e-05,2.54820686409347e-05,2.54831228325343e-05,2.56930443661544e-05,2.54930829030912e-05,2.56442932998872e-05,2.54541597635161e-05
2.55793782198374e-05,2.57199284791906e-05,2.56839955011279e-05,2.5773456915354e-05,2.57005398750698e-05,2.57499941723238e-05,2.55049029395603e-05,2.58162213531808e-05,2.5517777527708e-05,2.57928023500854e-05
2.56556168811639e-05,2.56358992032817e-05,2.56001194704169e-05,2.57472358026987e-05,2.55766259753852e-05,2.55625932829567e-05,2.56290012719284e-05,2.56461598594927e-05,2.55771234220838e-05,2.56727530139325e-05
2.55527228865034e-05,2.56508713452947e-05,2.55434654615767e-05,2.57047936408133e-05,2.55109980695257e-05,2.56320647816124e-05,2.55025614512929e-05,2.55578219121032e-05,2.56323321973515e-05,2.58571941603122e-05
2.53078185825067e-05,2.53119604516559e-05,2.56853040988052e-05,2.5115609230317e-05,2.53722809433718e-05,2.53080855576792e-05,2.56151935747473e-05,2.55879430825375e-05,2.58814053009742e-05,2.53958084370397e-05
2.56813773585243e-05,2.55213267092138e-05,2.56229399269038e-05,2.55119014276536e-05,2.5404749143119e-05,2.52867678842102e-05,2.55137650603211e-05,2.57305173500006e-05,2.57650285682963e-05,2.574241714895e-05
