rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
3.97870837264206e-06,1.61794633598101e-06,1.69069227114023e-06,3.35633834945162e-06,2.68080214675721e-06,3.96058803027839e-06,1.10730078407152e-06,2.65070979609551e-06,3.58937390293427e-06,3.86850233143188e-06
3.16824439782894e-06,3.24069654795766e-06,3.79279438344289e-06,5.94934276016062e-06,4.05757776611663e-06,5.32200446447343e-06,1.33033607723863e-06,2.68778197833704e-06,2.51998131210065e-06,5.15618790644795e-06
6.13065875266198e-06,2.71402154359481e-06,1.01317463576376e-06,0,1.60086034026023e-06,2.82258394356559e-06,3.76880574725034e-06,2.60058365277777e-06,2.75636296566974e-06,3.78015322426946e-06
2.69434054521971e-06,2.77245090982759e-06,0,3.72470102538203e-06,4.28012958327481e-06,4.50374714022028e-06,3.72059220517143e-06,2.49198590938887e-06,3.79303138970347e-06,4.30453673143802e-06
0,3.49119544209529e-06,2.88418958308698e-06,3.57898998397058e-06,3.17633975779032e-06,1.59694011441102e-06,4.48509982353348e-06,2.84318701276715e-06,3.10083573173374e-06,4.95252741834442e-06
4.17986646144466e-06,2.7281140211157e-06,1.76053909693136e-06,5.88340040160499e-06,4.92073984026494e-06,3.48871244645236e-06,3.66504480278032e-06,3.75357248622614e-06,2.60922942285282e-06,2.96695342125651e-06
1.1393839935532e-06,7.17964787189108e-07,5.28064835271573e-06,3.48656991647734e-06,2.34393453373703e-06,4.70443710287914e-06,2.03294772864352e-06,4.69071115606124e-06,1.6584923158276e-06,4.45738766209805e-06
4.95670701248296e-06,2.25215753637972e-06,5.0383731773673e-06,5.61288165915296e-06,2.05903154175872e-06,2.18219598964783e-06,3.07611068837501e-06,2.58252516528854e-06,1.93904470738263e-06,2.92237399166475e-06
3.64407319620383e-06,2.33366983951598e-06,2.20820669163522e-06,5.74840000291279e-06,2.00474329628171e-06,3.19681778044949e-06,2.06066345475079e-06,5.65609968214347e-06,1.62677125940315e-06,6.04124928911724e-06
2.56191173142824e-06,6.23295233076323e-07,1.68201167480122e-06,2.17162037627783e-06,5.83925324871434e-06,5.35867992216292e-06,4.27391642757986e-06,4.28183053947329e-06,2.19303382503763e-06,3.41619833879657e-06
1.64484251634471e-06,4.28175803668825e-06,2.72416116884681e-06,1.34720526918894e-06,2.56400785267003e-06,1.92123101626201e-06,8.94523408920258e-07,4.75379864156458e-06,5.51820521217462e-06,2.25905603043184e-06
5.63838152677376e-06,0,2.56660345408536e-06,4.22624753893619e-06,7.39261837226973e-07,1.44398330023141e-06,4.22801834487586e-06,1.62798319679743e-06,3.22201803506007e-06,3.15527653483266e-06
3.43414767968943e-06,3.59327265779618e-06,4.95458196486271e-06,1.84469118244518e-06,4.33730829770869e-06,4.31617093797065e-06,3.70064371098452e-06,4.12828422728647e-07,2.220245620929e-06,1.96082888888624e-06
2.29206814721673e-06,2.56666980981547e-06,2.49107594104068e-06,2.76122348567402e-06,3.01859943923217e-06,2.95013798409492e-06,4.0759723545951e-06,3.44541480374345e-06,2.80261823534538e-06,8.29189769893375e-07
1.98456493878447e-06,2.45185812463527e-06,4.6704555194992e-06,2.15932998819933e-06,2.46370051224769e-06,1.41104059957338e-06,2.14888621922543e-06,3.45331755073785e-06,3.31339713819586e-06,3.46102281511502e-06
2.70671178971509e-06,3.87702049550847e-06,4.71030412221605e-06,3.10414572795492e-06,3.6921019799613e-06,1.69855630863179e-06,3.24027925418844e-06,5.58629502101103e-07,3.35185166001084e-06,3.29077396730761e-06
4.71888045979535e-06,2.5143411453796e-06,6.50454260160871e-06,3.78628055219688e-06,4.19763755848346e-06,3.43272652141664e-06,2.88533820045147e-06,8.43298498666168e-07,3.39378798186005e-06,3.86765492997421e-06
5.64051764827346e-06,2.61940238789499e-06,2.40371047521095e-06,3.94658131173446e-06,2.03945440475575e-06,3.28610251880538e-06,8.04666332179742e-07,3.43758120008627e-06,4.48129643462488e-06,1.74579758935889e-06
2.97009938482569e-06,1.69983242092344e-06,2.25995379558452e-06,3.12337308168559e-06,3.08840187025152e-06,2.43476928355086e-06,3.6168281371312e-06,4.39651658801409e-06,2.44564671977036e-06,1.79377070438467e-06
3.52534293608529e-06,4.51274009435959e-06,5.29002515755671e-06,1.58336910779213e-06,2.48260772452446e-06,3.24540474849951e-06,3.54720104991545e-06,4.838636316634e-06,3.42356452435131e-06,2.22807216932146e-06
3.3736889683127e-06,4.31815455487709e-06,1.87310514377547e-06,1.7196755001828e-06,2.09961865560322e-06,3.71439783416989e-06,1.86641153887069e-06,1.61885502775864e-06,2.04235696570693e-06,1.49526363551927e-06
5.72791845239962e-07,3.87349798596705e-06,3.37422469178183e-07,3.31645456514283e-06,3.57540819376322e-06,1.87023146705227e-06,4.65590775993009e-06,3.75786605465309e-06,2.7601709001867e-07,6.70711401149151e-06
3.09167768896663e-06,3.64417273280039e-06,3.0159093548083e-06,0,3.91286534757267e-06,2.44140604333616e-06,3.98626750130071e-07,3.76146539119421e-06,2.0849966249481e-06,3.41843404341648e-06
2.1877662642422e-06,3.91836435332026e-06,3.59869727438537e-06,1.23178484952253e-06,9.55206142527947e-07,1.86607173153969e-06,2.31079493912551e-06,2.84633377098329e-06,4.8957413216208e-06,1.96858146143735e-06
2.28208079131942e-06,3.86787879488665e-06,2.3736537599096e-06,6.73713439092141e-07,4.45564691594872e-06,4.7803765469611e-06,2.33429343536162e-06,1.40002268826742e-06,2.38550584763109e-06,3.4863763727886e-06
2.66509759525201e-06,3.43532887713936e-06,2.38268857186521e-06,2.41483524557378e-06,3.08869354926652e-06,1.07111377387657e-06,1.86961391349686e-06,1.3173392458387e-06,4.32259040679597e-06,4.61606661346945e-06
0,3.76102877883329e-06,9.42087300140472e-07,3.55411279091563e-06,2.53473628860429e-06,5.1495956531416e-06,1.92995816046196e-06,3.91493276303755e-06,3.71890509230018e-06,3.82600345834897e-06
1.82684722065084e-06,1.8628005424261e-06,5.29989622182896e-06,6.20718032693202e-06,6.19946668156369e-07,2.05972693187064e-06,3.54770639868673e-06,4.87678464469977e-07,2.02088555752835e-06,4.16053149825888e-06
3.9337841730457e-06,2.9064766133951e-06,3.14960597387276e-06,2.85916717778279e-06,2.50147383454334e-06,2.86212878008727e-06,1.63003576268043e-06,2.44816519971418e-06,5.5692090678888e-06,3.54445361513501e-06
3.02905388408794e-06,3.63619936315944e-06,2.08426933371697e-06,1.34940458588047e-06,2.76002219156615e-06,4.21165525439719e-06,2.95568434942502e-06,3.05687157947653e-06,4.09278374986758e-06,7.2823520927118e-07
2.12418668606824e-06,1.8279845490252e-06,3.4212281410148e-06,2.21231767792725e-06,3.0000359753876e-06,3.89606536138122e-06,2.2524940803214e-06,4.39806266487289e-06,4.12897578192496e-06,1.77935077334902e-06
2.36992010094963e-06,2.85274697925144e-06,4.03094494576483e-06,3.4992860552781e-06,2.23474504355858e-06,2.36916270119558e-06,2.67024779173996e-06,2.34406752510154e-06,1.56605104466267e-06,4.3495777856532e-06
1.32361109274734e-06,2.58498401058886e-06,1.36840731387942e-06,4.29421017886421e-06,4.15888093258602e-06,4.10585595401816e-06,5.5810529299827e-06,8.81952077956972e-07,1.93546740973439e-06,2.57003993790316e-06
1.85769033771591e-06,4.59787958763452e-06,3.1617053369247e-06,2.19450765362073e-06,5.05948030929959e-06,1.17599066072474e-06,2.07750792968892e-06,3.33523053183422e-06,3.75697280824492e-06,3.2096713995466e-06
2.01269797944802e-06,3.50445011830448e-06,2.15491744888156e-06,2.83015141407483e-06,4.59432998413891e-06,4.7891510405511e-06,4.08820344744862e-06,1.81954624634927e-06,4.53231752488991e-06,3.62095996724052e-06
2.57860941563963e-06,4.38852100619042e-06,5.17467769399227e-06,4.51768455360984e-06,2.51582369481367e-06,4.48176084925563e-06,2.89518774495567e-06,5.35383884897318e-06,2.80438283238234e-06,1.39805736385252e-06
3.66265100723452e-06,3.71170706122805e-06,3.05628172779582e-06,3.14788499758115e-06,3.30598673520106e-06,2.857831144893e-06,2.87615782653903e-06,1.60497526437262e-06,5.25120164552731e-06,3.10035940977912e-06
2.80192815889254e-06,4.25805045120362e-06,1.24211132851525e-06,2.94528756699205e-06,3.40649939964246e-06,3.40250113789521e-06,1.42644273882228e-07,3.07335363436993e-06,2.65104416048466e-06,2.21716581488428e-06
2.71393735088994e-06,2.6931105758931e-06,2.66969695285741e-06,2.35875783777609e-06,1.9478572842374e-06,4.21103667968971e-06,4.26935968086347e-06,5.71328029886598e-06,3.84151717206432e-06,7.431777930087e-07
