rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
2.51411012374685e-05,2.81190938337834e-05,2.38900677445816e-05,2.40877956855077e-05,2.53635927609963e-05,2.5293233920057e-05,2.51744011116999e-05,2.76306115155116e-05,2.51107459921378e-05,2.73871490117099e-05
2.86566589385027e-05,2.58262792754571e-05,2.24684690432915e-05,2.38731832564015e-05,2.40794430204284e-05,2.4998887208703e-05,2.42913759170578e-05,2.35812954200285e-05,2.37245679444346e-05,2.67798137392367e-05
2.54181994740473e-05,2.56682952894404e-05,2.35903018360513e-05,2.60030550213772e-05,2.6689125787786e-05,2.56163204533534e-05,2.69018225050189e-05,2.79709788593471e-05,2.76963629437321e-05,2.5493410766749e-05
2.52820260495081e-05,2.87496491802133e-05,2.16225346694778e-05,2.49742651037845e-05,2.8828289802087e-05,2.52527140708303e-05,2.39638056350808e-05,2.41754952033148e-05,2.49501414441178e-05,2.48169038879828e-05
2.52024852080052e-05,2.54665751905215e-05,2.63327566943048e-05,2.68718519820596e-05,2.3077653510673e-05,2.36882475415689e-05,2.56987679132515e-05,2.91156454958079e-05,2.59315082064997e-05,2.37944459939335e-05
2.76947266508393e-05,2.49148904889319e-05,2.56088256891311e-05,2.51619185486126e-05,2.67353373544374e-05,2.62334645866259e-05,2.53611231615525e-05,2.58333256170043e-05,2.47291594534942e-05,2.59979473724861e-05
2.31551458729573e-05,2.47623299284477e-05,2.41463030213382e-05,2.26557929085703e-05,2.62003712591458e-05,2.35659656262949e-05,2.67716370719379e-05,2.49832647284444e-05,2.33861021950958e-05,2.88724825193782e-05
2.70372944854914e-05,2.44252536552793e-05,2.36262878415944e-05,2.48438806138277e-05,2.42741882016432e-05,2.50347064220001e-05,2.26823647937125e-05,2.26082245279567e-05,2.4126099510332e-05,2.6944870885593e-05
2.44067494822191e-05,2.55387956874418e-05,2.35605896325721e-05,2.64295199201162e-05,2.67824765795423e-05,2.34328069458972e-05,2.5597792132401e-05,2.48608538570097e-05,2.72779625612791e-05,2.5741273015147e-05
2.52386433157209e-05,2.44083221590249e-05,2.5231449645314e-05,2.70757529056261e-05,2.436943042076e-05,2.74643802007157e-05,2.59951754102151e-05,2.7804563669567e-05,2.5038265609069e-05,2.40733152932302e-05
2.64623982457838e-05,2.28784465195007e-05,2.26471085727096e-05,2.73210408673166e-05,2.28447537613508e-05,2.56256852203987e-05,2.30018519548861e-05,2.49217732579964e-05,2.52927416344799e-05,2.37724490513413e-05
2.42048161724149e-05,2.37123598623274e-05,2.61031781776891e-05,2.69426847039549e-05,2.39407158464484e-05,2.62052537307629e-05,2.53038392358479e-05,2.48911736179075e-05,2.59523866690528e-05,2.4779231989862e-05
2.62350131487869e-05,2.624983239411e-05,2.55063791807204e-05,2.71503931027336e-05,2.6450470854821e-05,2.52618569672666e-05,2.6522568235483e-05,2.37776125612997e-05,2.72965696931131e-05,2.03443829142338e-05
2.5489645747218e-05,2.7137346361213e-05,2.51112691121931e-05,2.82718992659181e-05,2.61749051191707e-05,2.7837733997647e-05,2.37919110962346e-05,2.39358580797444e-05,2.58103881236249e-05,2.61849090250712e-05
2.36180190345769e-05,2.72946777641082e-05,2.65168124210739e-05,2.77636644309485e-05,2.70120855918051e-05,2.50240388669372e-05,2.51709436767146e-05,2.4777123474383e-05,2.52296686154338e-05,2.73524722150206e-05
2.57067926272097e-05,2.87038472662793e-05,2.59236527618952e-05,2.56831651829864e-05,2.61286259086153e-05,2.70627401801496e-05,2.57132135736419e-05,2.59438427699084e-05,2.42301741990637e-05,2.55912917874949e-05
2.64119507984798e-05,2.40596425231257e-05,2.51045108911647e-05,2.49187535509657e-05,2.73729677193602e-05,2.72214168272547e-05,2.48530812209275e-05,2.26769712866169e-05,2.64153786025283e-05,2.51293883609004e-05
